6.155379836280065048e-02 3.079228312268724466e+01 4.288373349470568918e+00 1.454123402704483681e+01
6.013434244776890564e-02 3.375844931786721759e+01 4.415237800506354837e+00 1.458443170425787550e+01
5.875803617065893797e-02 4.312930798002700783e+01 4.291410471931772719e+00 1.428769311354395377e+01
6.938318211630045695e-02 1.782526949236642722e+01 4.235641826604531701e+00 1.447825518507389120e+01
5.888773026586348325e-02 4.151176669690001830e+01 4.171592973244423241e+00 1.436578618236439375e+01
7.233970728596664235e-02 1.325025136355190369e+01 5.254872715135169514e+00 1.487995396257887926e+01
6.428448895140917441e-02 2.106833424190531545e+01 5.321694378931372427e+00 1.509645866330800068e+01
6.899755859116658840e-02 1.735757814472284366e+01 5.080586583122975952e+00 1.475018935218300520e+01
6.027518775835152831e-02 4.088258955291010466e+01 3.884465094050219225e+00 1.409808936857128181e+01
5.874756539361920826e-02 4.400070183583923011e+01 3.837237503839921793e+00 1.416943403114785660e+01
7.032714428337054346e-02 1.973345049608902713e+01 3.884884873616831769e+00 1.406901197608949516e+01
5.531779175038166463e-02 5.642907184450629643e+01 4.245489469911769120e+00 1.437810082525740718e+01
6.074256853128402051e-02 3.468210223965534311e+01 4.170805110884488798e+00 1.440658360567820395e+01
5.570747451603391687e-02 5.999741702510142005e+01 3.940612768658449561e+00 1.418101288225676093e+01
6.455219747324544843e-02 2.885926905726212510e+01 3.936745546056978906e+00 1.411829130247882880e+01
6.437657461963118555e-02 2.983420469233474392e+01 3.817501159086744256e+00 1.410180000323448013e+01
6.178844019860355724e-02 3.008148234445388169e+01 4.297395493077679873e+00 1.453488928453730367e+01
6.240137008636921501e-02 2.955303500409063844e+01 4.888284304593615737e+00 1.456085442165999488e+01
6.866009099912130653e-02 1.193224235531619470e+01 6.788434488958618118e+00 1.586225331633490931e+01
6.300477715954488911e-02 2.992258660134177006e+01 4.481463336911546413e+00 1.438763314511971458e+01
6.062794017956175952e-02 3.685427502801798738e+01 4.301963035358306264e+00 1.433218398456831899e+01
5.756571281452068506e-02 4.328423904635342012e+01 4.348263157762469966e+00 1.445523123611513050e+01
6.932600659184749714e-02 1.690976661592602781e+01 4.793151950348656598e+00 1.467845329129841758e+01
6.704339139372285372e-02 2.114723653042207374e+01 4.448699886156143535e+00 1.446180779050835952e+01
6.142239013224935068e-02 3.594128289266643606e+01 3.980210404177575434e+00 1.415259430791829942e+01
5.601924954707891008e-02 4.436824528592912031e+01 5.022461938859716923e+00 1.484145117216585597e+01
6.904530428274631426e-02 1.576144652240355981e+01 5.057743536125105521e+00 1.493814776118211363e+01
5.827002915074609712e-02 3.685966791267997422e+01 4.641158589696647851e+00 1.478463381221985173e+01
6.475709935950485496e-02 2.431247266325886969e+01 4.370187877206473281e+00 1.451838777063278485e+01
6.550829768830539190e-02 2.503568241529450944e+01 4.176064952200801095e+00 1.429879338286249357e+01
5.494554178410258199e-02 5.689831488703806173e+01 4.374955313569556914e+00 1.447498327861846512e+01
5.655188138133880604e-02 5.722211046242030363e+01 4.127465687561459262e+00 1.415562837239819238e+01
6.161927522843964333e-02 3.408914682837261978e+01 3.725388407928972523e+00 1.418047367608745724e+01
6.297572198683001887e-02 2.995460735662177143e+01 4.472734804948672149e+00 1.436019621285259440e+01
5.834238228318349567e-02 5.108111833842321658e+01 3.572951541279220766e+00 1.391731300538171823e+01
6.057852954604332069e-02 4.028900699090427651e+01 4.160766596260280004e+00 1.414698739174769315e+01
6.911526689288027825e-02 1.789310324867969726e+01 4.365872764017703744e+00 1.454169801530860795e+01
5.467402166651466611e-02 5.637673636705353886e+01 4.322106675764723960e+00 1.451998275306074149e+01
5.592452095886037144e-02 4.656652687237072996e+01 4.341111428356510871e+00 1.467557703417142179e+01
7.389979799424641060e-02 1.411198279905563879e+01 4.423939166641416065e+00 1.442936410838088435e+01
6.169892948956566536e-02 3.801825647034045375e+01 3.401050762703591523e+00 1.388518664443526163e+01
6.680057010983565802e-02 2.182458463339740717e+01 4.200421554474575103e+00 1.443191110116985598e+01
6.983303041249006027e-02 1.722671023780730692e+01 4.694727929612606765e+00 1.458084163068640215e+01
6.735971228679973888e-02 1.812174349109630356e+01 4.781965037501364257e+00 1.480922382423390893e+01
5.816026589211435727e-02 3.967686482382994484e+01 4.749358584332747490e+00 1.467083860500668457e+01
5.902011069279969324e-02 5.212897632329443098e+01 3.428852330097585277e+00 1.373937988298385804e+01
5.640595207649549275e-02 5.670450616956873091e+01 4.129063203674420812e+00 1.419507556943441351e+01
6.411251941549991895e-02 2.916049530642369447e+01 3.996550424924334433e+00 1.415659246902235147e+01
6.117581572466595369e-02 3.616504293977063611e+01 3.961916864340280675e+00 1.417293330570489651e+01
5.885269770837879555e-02 4.054697630942591502e+01 4.683250364877854288e+00 1.446873715973517172e+01
6.865669040945139578e-02 1.718874420923734903e+01 4.808165752943490467e+00 1.475094749111906722e+01
5.934659265676328621e-02 3.722266070479093969e+01 4.279814088276539863e+00 1.451938249619297316e+01
5.456279282226415839e-02 5.927726374122908481e+01 4.138995861633385509e+00 1.441137709765698993e+01
6.395940753046561178e-02 2.584486350818276179e+01 4.522264307403071726e+00 1.456356225993295794e+01
6.196913434622202538e-02 2.898156114563834507e+01 4.684566896232976063e+00 1.464456998287056244e+01
6.449466058537423052e-02 2.418536169129072633e+01 4.040496007150293778e+00 1.452184460613945838e+01
6.092375122192576764e-02 3.174843372911274741e+01 4.470922277565928304e+00 1.460867614352914146e+01
6.265773741281005504e-02 2.280607626370114716e+01 5.182157934075209305e+00 1.511110749156949851e+01
6.267510051750198319e-02 2.931959201674440862e+01 4.340101080557278834e+00 1.447617430764254287e+01
6.453977651957747141e-02 2.686969347581512579e+01 4.225334856200548828e+00 1.433546908802398967e+01
7.006297393271410101e-02 1.822887692768015810e+01 3.898571552301817178e+00 1.422391329857319064e+01
5.582018616182907178e-02 4.358997121303973188e+01 5.018762324624588267e+00 1.494365645132440257e+01
5.770274073038376972e-02 5.067322636050451479e+01 3.544163942001476997e+00 1.402597154101308519e+01
6.621706782632692800e-02 2.050914125166756818e+01 4.832280757581825625e+00 1.470826987830217369e+01
5.953689182573841665e-02 4.434988192658832418e+01 3.628995851495662173e+00 1.397607452719309329e+01
6.824438588966587338e-02 2.149338074163190981e+01 4.355579543926719310e+00 1.423664788640890144e+01
6.140172826953529256e-02 3.150102499730714811e+01 4.154349895449365171e+00 1.446397975644767442e+01
6.764763766323253491e-02 1.287695303402183278e+01 7.178298484269378221e+00 1.591485203691529549e+01
7.011185593163798968e-02 1.847523763261214214e+01 3.934023924343209355e+00 1.422146732537287050e+01
6.620270365040009652e-02 2.053729654254412296e+01 4.831744201910960435e+00 1.470784729087726816e+01
5.973364678976814113e-02 3.055600361820976474e+01 5.275274433973115684e+00 1.502131992398733651e+01
6.031635299707121395e-02 3.435454621411835774e+01 4.537308145912490431e+00 1.452758110543935821e+01
5.734316316770134148e-02 4.186833634698805184e+01 4.324745414193769122e+00 1.462254088413691733e+01
6.526673634743003494e-02 2.399945499598721455e+01 4.782044187603948338e+00 1.454963544084392879e+01
6.937035643048716782e-02 1.609806509016011589e+01 4.939453236210990639e+00 1.481398876769792139e+01
6.310415660665441573e-02 2.893645881474798642e+01 4.376807260496613061e+00 1.440670806463049836e+01
6.759329317430558259e-02 1.783591884909485970e+01 4.798573127240806535e+00 1.481572890858299907e+01
5.698358405856501080e-02 4.930548736652429653e+01 4.028460968547916465e+00 1.425981761223344613e+01
5.984030619433552273e-02 3.726234244168644238e+01 4.474333388087385899e+00 1.447242759703462944e+01
6.214596199522275100e-02 2.951249759769549286e+01 4.529878404361784128e+00 1.459513807097267168e+01
7.096588437092868351e-02 1.012063246718285470e+01 7.258321776444693896e+00 1.600967444111962124e+01
6.830239996315792816e-02 2.303707621608930012e+01 3.968750819312718114e+00 1.403463008931635514e+01
6.325029539744005114e-02 2.567836507807868074e+01 4.823579457398985859e+00 1.473774352034659785e+01
6.552459496182760912e-02 1.887253812952916832e+01 5.309411417511705977e+00 1.509025187993875150e+01
6.588576588648770160e-02 2.384548864392676748e+01 4.128099468674820471e+00 1.435995559793547116e+01
5.587731140208668928e-02 5.578678564668905437e+01 4.296617678991263567e+00 1.429979981002910883e+01
6.188210650373213856e-02 2.654616430549359407e+01 5.483564660514723244e+00 1.496143104529465617e+01
6.249145047375840450e-02 2.716110398680265448e+01 5.173004754686617801e+00 1.477878645423803405e+01
5.998394543987968508e-02 3.870447077307632355e+01 4.341588158940501430e+00 1.432796865732942493e+01
5.415451255759164834e-02 5.833089749123394796e+01 4.528359063829747733e+00 1.457808015848106464e+01
5.671969204703387196e-02 5.721059465122554855e+01 4.043651054234892683e+00 1.408629569738377363e+01
6.465468491708734056e-02 2.249526783632950711e+01 4.655756565543057057e+00 1.475991829604311611e+01
7.390113622037826346e-02 1.178886553548431770e+01 5.200911242755987374e+00 1.491884030957757901e+01
5.640360944338089488e-02 5.742563832122854706e+01 3.795797294817568890e+00 1.407519234754276383e+01
7.162287446863563334e-02 1.297813303928830564e+01 5.297705265098252347e+00 1.504996004777865615e+01
5.749722078272642006e-02 5.162122662863900757e+01 3.552344658566800817e+00 1.404151124442930332e+01
7.035053822189514527e-02 1.551553360011456562e+01 4.316341560451399495e+00 1.464870530487259082e+01
5.878587621182882611e-02 3.616249157229245270e+01 5.098490983212352390e+00 1.479957718679399647e+01
6.517479865894157398e-02 2.398023619047772570e+01 4.312286282552479477e+00 1.452287447462634873e+01
5.975795116839247023e-02 4.538710283592993733e+01 4.021805138253244039e+00 1.401309125619043705e+01
